scenario_id,fund_return_id,trial_number,return_a,return_b
b8426ff5-c6f2-4f25-a259-764e993ffa29,4ee1edeb-fc9c-4260-be6e-d3f3e1723e7a,1,0.01343856110622607,0.0902702261567102
b8426ff5-c6f2-4f25-a259-764e993ffa29,c88022ec-3d2d-4fb7-8e13-268b90d4be61,2,0.014008432885118065,0.07162489915132843
b8426ff5-c6f2-4f25-a259-764e993ffa29,d9261b65-10e2-4cb9-a8f3-e407b87b5d65,3,0.014268378996305887,0.08430274104827683
b8426ff5-c6f2-4f25-a259-764e993ffa29,6784b4c3-8303-4693-a4ff-afc16c3e484f,4,0.014268378996305887,0.08955391945487108
b8426ff5-c6f2-4f25-a259-764e993ffa29,ba6c352f-0290-46e7-9abe-42d3fc1256c6,5,0.013418566104993793,0.048667018970324744
b8426ff5-c6f2-4f25-a259-764e993ffa29,c98ad306-a28b-4544-9ab5-2aa86a86f4cd,6,0.013598527213399157,0.07027560793957154
b8426ff5-c6f2-4f25-a259-764e993ffa29,18bdcba0-ef54-46ee-bc25-32e201921e79,7,0.01319861519403191,0.030900695155476183
b8426ff5-c6f2-4f25-a259-764e993ffa29,468bab38-d2f1-42db-a82b-ee79fa12fc6b,8,0.013218611094872537,0.07455261598765234
b8426ff5-c6f2-4f25-a259-764e993ffa29,6aec2cb0-e0f9-41be-9f82-c602ecb710d6,9,0.013618519116039174,0.05253156187428125
b8426ff5-c6f2-4f25-a259-764e993ffa29,bc2e0bce-1b78-4649-817e-a3080f84098a,10,0.013178607098425154,0.08961924970803044
b8426ff5-c6f2-4f25-a259-764e993ffa29,1832e5d3-01b9-4ff3-998c-5845ec9daf0d,11,0.013168609048044828,0.062433928233722735
b8426ff5-c6f2-4f25-a259-764e993ffa29,88722a02-e843-43ad-a4c5-303feee45181,12,0.012168824001619456,0.04689251652609351
b8426ff5-c6f2-4f25-a259-764e993ffa29,30214d41-1b28-43bc-a817-e0dee76098e9,13,0.012798694878141129,0.028764447782005164
b8426ff5-c6f2-4f25-a259-764e993ffa29,fdb2bfb6-b661-4ad6-bf13-7fe2f83c7ddb,14,0.012598733870534633,0.047673101572826136
b8426ff5-c6f2-4f25-a259-764e993ffa29,78886717-e43d-4a78-93a8-a9c4daa8afd1,15,0.012798694878141127,0.03819392350559999
b8426ff5-c6f2-4f25-a259-764e993ffa29,48b3a9c4-d168-4bd1-9cc5-1035dec67443,16,0.012378783059606274,-0.029330766223366223
